time,open,high,low,close,MA,Smoothing Line,MA,Smoothing Line,Volume,Volume MA,Histogram,MACD,Signal,Plot,Plot,Plot
1651842060,32833,32845,32823,32834,32925.769230769234,32938.63846153837,32856.25,32870.099999999904,457,464.5,-7.034036233959689,-34.58984643545409,-27.555810201494403,-34.58984643545409,-27.555810201494403,-7.034036233959689
1651842120,32835,32847,32832,32835,32917.307692307695,32931.99230769223,32851.5,32863.01666666657,338,460.45,-5.161736452227622,-34.00798076677893,-28.846244314551306,-34.00798076677893,-28.846244314551306,-5.161736452227622
1651842180,32836,32840,32820,32829,32909.769230769234,32925.023076923,32845.833333333336,32856.56666666657,421,465.75,-3.8375487470733844,-33.64318024839304,-29.805631501319652,-33.64318024839304,-29.805631501319652,-3.8375487470733844
1651842240,32828,32833,32796,32797,32900.53846153846,32917.299999999916,32838.5,32850.58333333324,568,480.9,-4.57683588985558,-35.526676363639126,-30.949840473783546,-35.526676363639126,-30.949840473783546,-4.57683588985558
1651842300,32797,32820,32797,32818,32892.230769230766,32909.12307692299,32833.916666666664,32845.19999999991,449,492.3,-3.1779467204052523,-34.92227387429011,-31.74432715388486,-34.92227387429011,-31.74432715388486,-3.1779467204052523
1651842360,32819,32826,32807,32811,32884.230769230766,32900.81538461529,32829.333333333336,32839.81666666657,251,486.15,-2.2918735471046077,-34.60916908776562,-32.317295540661014,-34.60916908776562,-32.317295540661014,-2.2918735471046077
1651842420,32812,32817,32797,32799,32876.38461538462,32892.63076923067,32825.583333333336,32834.63333333324,315,487.2,-2.08753760088711,-34.926717541769904,-32.839179940882794,-34.926717541769904,-32.839179940882794,-2.08753760088711
1651842480,32799,32805,32789,32799,32868.92307692308,32884.461538461444,32821.583333333336,32829.78333333324,371,475.35,-1.5506430828383557,-34.77748379443074,-33.22684071159238,-34.77748379443074,-33.22684071159238,-1.5506430828383557
1651842540,32799,32810,32794,32800,32861.846153846156,32876.72307692298,32817.916666666664,32825.66666666658,393,458.5,-0.7661002994450925,-34.18446608589875,-33.418365786453656,-34.18446608589875,-33.418365786453656,-0.7661002994450925
1651842600,32800,32818,32796,32817,32855.807692307695,32869.43846153836,32816.25,32822.13333333324,362,449.5,1.1553653084537956,-31.974159150886408,-33.1295244593402,-31.974159150886408,-33.1295244593402,1.1553653084537956
1651842660,32818,32829,32813,32824,32849.96153846154,32862.58461538452,32816.333333333336,32819.533333333246,366,446.2,3.047895765244867,-29.319654752784118,-32.367550518028985,-29.319654752784118,-32.367550518028985,3.047895765244867
1651842720,32822,32862,32822,32846,32846.230769230766,32856.55384615375,32817.416666666664,32817.89999999991,398,442.35,5.773398842365687,-25.150801965071878,-30.924200807437565,-25.150801965071878,-30.924200807437565,5.773398842365687
1651842780,32845,32861,32838,32856,32843.03846153846,32851.37692307682,32819.25,32817.43333333324,302,427.4,8.099146935961887,-20.800267137485207,-28.899414073447094,-20.800267137485207,-28.899414073447094,8.099146935961887
1651842840,32856,32876,32855,32866,32840.807692307695,32847.169230769134,32821.833333333336,32818.21666666657,244,413.25,10.033957198079193,-16.356967575848103,-26.390924773927296,-16.356967575848103,-26.390924773927296,10.033957198079193
1651842900,32866,32868,32829,32842,32839,32843.80769230759,32822.916666666664,32819.54999999991,390,408.85,9.429639262175453,-14.603875696207979,-24.03351495838343,-14.603875696207979,-24.03351495838343,9.429639262175453
1651842960,32841,32851,32837,32847,32837.269230769234,32841.26923076913,32827.083333333336,32821.69999999991,291,405.35,9.094744503043337,-12.665084329579258,-21.759828832622595,-12.665084329579258,-21.759828832622595,9.094744503043337
1651843020,32848,32849,32840,32841,32835.11538461538,32839.04615384605,32829,32824.016666666575,226,393.3,8.223551643782418,-11.480389277894574,-19.703940921676992,-11.480389277894574,-19.703940921676992,8.223551643782418
1651843080,32841,32851,32840,32851,32833.807692307695,32837.199999999895,32832.333333333336,32826.633333333244,229,386.05,8.064226377874153,-9.623657949334302,-17.687884327208454,-9.623657949334302,-17.687884327208454,8.064226377874153
1651843140,32851,32862,32842,32859,32833.269230769234,32835.69230769221,32837.333333333336,32829.73333333324,305,368,8.213422691247663,-7.421105963148875,-15.634528654396538,-7.421105963148875,-15.634528654396538,8.213422691247663
1651843200,32860,32876,32857,32867,32833.307692307695,32834.55384615374,32843,32833.74999999991,269,347.25,8.529453184462948,-4.972712173817854,-13.502165358280802,-4.972712173817854,-13.502165358280802,8.529453184462948
1651843260,32868,32882,32865,32874,32834.46153846154,32833.992307692206,32849.166666666664,32838.166666666584,347,341.75,8.850227255857348,-2.439381288459117,-11.289608544316465,-2.439381288459117,-11.289608544316465,8.850227255857348
1651843320,32870,32879,32861,32864,32835.11538461538,32833.992307692206,32853.083333333336,32842.98333333324,295,339.6,8.052087260243741,-1.2244994690117892,-9.27658672925553,-1.2244994690117892,-9.27658672925553,8.052087260243741
1651843380,32864,32866,32834,32841,32835,32834.23076923067,32854.5,32847.41666666658,406,338.85,5.74649145657385,-2.0934724085382186,-7.839963865112068,-2.0934724085382186,-7.839963865112068,5.74649145657385
1651843440,32840,32862,32835,32856,32835.730769230766,32834.72307692298,32855.333333333336,32851.016666666575,259,323.4,5.0288885071658225,-1.5538532311547897,-6.582741738320612,-1.5538532311547897,-6.582741738320612,5.0288885071658225
1651843500,32855,32873,32853,32861,32837.192307692305,32835.4999999999,32855.75,32853.56666666658,322,317.05,4.694588154346211,-0.7145065453878487,-5.40909469973406,-0.7145065453878487,-5.40909469973406,4.694588154346211
1651843560,32861,32869,32851,32869,32838.57692307692,32836.32307692297,32856,32854.93333333325,250,317,4.798812095596171,0.5894204197611543,-4.2093916758350165,0.5894204197611543,-4.2093916758350165,4.798812095596171
1651843620,32869,32869,32848,32850,32839.192307692305,32837.13846153836,32856.666666666664,32855.649999999914,217,312.1,3.438416590981144,0.08862906289141392,-3.3497875280897302,0.08862906289141392,-3.3497875280897302,3.438416590981144
1651843680,32851,32853,32835,32839,32839.346153846156,32838.00769230758,32856,32855.94999999991,497,318.4,1.7340446359955841,-1.18223173309525,-2.916276369090834,-1.18223173309525,-2.916276369090834,1.7340446359955841
1651843740,32838,32838,32773,32778,32837.38461538462,32838.338461538355,32850.75,32855.03333333324,589,328.2,-3.2914145292948915,-7.030544530709449,-3.739130001414557,-7.030544530709449,-3.739130001414557,-3.2914145292948915
1651843800,32776,32826,32767,32779,32836.692307692305,32838.23846153835,32844.75,32852.83333333324,1284,374.3,-6.170826988043411,-11.452663736468821,-5.281836748425411,-11.452663736468821,-5.281836748425411,-6.170826988043411
1651843860,32771,32833,32770,32812,32836.46153846154,32837.81538461528,32840.833333333336,32849.799999999916,1065,409.25,-5.497965582771345,-12.154293726889591,-6.6563281441182465,-12.154293726889591,-6.6563281441182465,-5.497965582771345
1651843920,32812,32838,32775,32782,32835.346153846156,32837.046153846044,32833.75,32845.21666666658,1212,449.95,-6.641862090055181,-14.958655756687222,-8.31679366663204,-14.958655756687222,-8.31679366663204,-6.641862090055181
1651843980,32784,32786,32745,32756,32833.692307692305,32835.91538461528,32823.916666666664,32838.799999999916,1016,485.65,-8.5940935128807,-19.059410557732917,-10.465317044852217,-19.059410557732917,-10.465317044852217,-8.5940935128807
1651844040,32757,32797,32750,32760,32832.192307692305,32834.87692307682,32815.25,32831.69999999991,954,521.15,-9.016516811574272,-21.735963059320056,-12.719446247745784,-21.735963059320056,-12.719446247745784,-9.016516811574272
1651844100,32759,32762,32729,32734,32829.653846153844,32833.46923076912,32806.333333333336,32824.01666666658,875,545.4,-10.351921336891026,-25.659347918859567,-15.30742658196854,-25.659347918859567,-15.30742658196854,-10.351921336891026
1651844160,32735,32739,32673,32681,32824.42307692308,32831.061538461436,32791.75,32814.19999999991,740,567.85,-13.889043496175262,-32.668730952187616,-18.779687456012354,-32.668730952187616,-18.779687456012354,-13.889043496175262
1651844220,32681,32687,32623,32658,32818.03846153846,32827.5999999999,32774.833333333336,32802.416666666584,785,595.8,-16.67455197154437,-39.62287742044282,-22.948325448898448,-39.62287742044282,-22.948325448898448,-16.67455197154437
1651844280,32660,32698,32649,32663,32811,32823.061538461436,32757.666666666668,32789.166666666584,773,623,-17.01804333014025,-44.220879611573764,-27.202836281433513,-44.220879611573764,-27.202836281433513,-17.01804333014025
1651844340,32664,32671,32607,32620,32801.92307692308,32817.00769230759,32738.5,32773.81666666658,1694,692.45,-18.83737958516941,-50.74956076289527,-31.912181177725863,-50.74956076289527,-31.912181177725863,-18.83737958516941
1651844400,32620,32680,32611,32673,32794.5,32809.97692307683,32724.666666666668,32757.483333333243,1586,758.3,-15.316944291640546,-51.05836154227654,-35.741417250636,-51.05836154227654,-35.741417250636,-15.316944291640546
1651844460,32671,32702,32628,32691,32788.692307692305,32802.83076923067,32717.416666666668,32742.61666666658,1320,806.95,-10.832898494647822,-49.282540368945774,-38.44964187429795,-49.282540368945774,-38.44964187429795,-10.832898494647822
1651844520,32691,32694,32624,32633,32780.46153846154,32795.31538461529,32705.25,32728.699999999917,1354,859.9,-10.805393475738242,-51.956383718970756,-41.15099024323251,-51.956383718970756,-41.15099024323251,-10.805393475738242
1651844580,32629,32632,32586,32610,32771.57692307692,32787.430769230676,32688.416666666668,32714.84999999992,1319,905.55,-11.314357826472495,-55.293937526323134,-43.97957969985064,-55.293937526323134,-43.97957969985064,-11.314357826472495
1651844640,32606,32613,32586,32601,32761.96153846154,32779.43846153837,32673.333333333332,32701.816666666586,1277,956.45,-11.213655029077856,-57.996648486197955,-46.7829934571201,-57.996648486197955,-46.7829934571201,-11.213655029077856
1651844700,32600,32629,32585,32601,32752.03846153846,32770.94615384606,32660.416666666668,32688.966666666587,1133,997,-10.136186519038105,-59.453226605917735,-49.31704008687963,-59.453226605917735,-49.31704008687963,-10.136186519038105
1651844760,32602,32604,32551,32551,32739.884615384617,32761.184615384525,32643,32674.083333333256,955,1032.25,-11.670763634599815,-63.9054946301294,-52.23473099552958,-63.9054946301294,-52.23473099552958,-11.670763634599815
1651844820,32552,32558,32501,32508,32725.80769230769,32750.253846153755,32624.166666666668,32657.86666666659,839,1063.35,-14.288751598592924,-70.09567049377074,-55.806918895177816,-70.09567049377074,-55.806918895177816,-14.288751598592924
1651844880,32508,32568,32499,32568,32714.423076923078,32738.82307692298,32614.75,32643.133333333255,865,1081.75,-10.842774909702584,-69.36038753230605,-58.517612622603465,-69.36038753230605,-58.517612622603465,-10.842774909702584
1651844940,32568,32591,32543,32569,32703.96153846154,32727.223076922983,32607.333333333332,32629.93333333325,979,1101.25,-7.5171957350975305,-67.91410729147537,-60.396911556377844,-67.91410729147537,-60.396911556377844,-7.5171957350975305
1651845000,32568,32617,32566,32604,32694.26923076923,32715.669230769137,32602.416666666668,32618.33333333325,1335,1103.8,-2.2544779660965233,-63.2150090139985,-60.96053104790197,-63.2150090139985,-60.96053104790197,-2.2544779660965233
1651845060,32604,32615,32542,32554,32682.46153846154,32704.184615384518,32596.916666666668,32609.11666666659,1158,1108.45,-1.4728426296030506,-62.80158433490578,-61.32874170530273,-62.80158433490578,-61.32874170530273,-1.4728426296030506
1651845120,32555,32567,32522,32542,32669.884615384617,32692.999999999905,32586,32601.48333333325,1328,1114.25,-1.1124094333912495,-62.71925349704179,-61.60684406365054,-62.71925349704179,-61.60684406365054,-1.1124094333912495
1651845180,32541,32579,32530,32543,32658.076923076922,32681.73076923067,32573.666666666668,32593.266666666586,1418,1134.35,-0.20270704665264105,-61.860227871966345,-61.6575208253137,-61.860227871966345,-61.6575208253137,-0.20270704665264105
1651845240,32544,32564,32525,32550,32646.96153846154,32670.330769230677,32566.75,32585.149999999918,1281,1150.7,1.3869465185367815,-59.92383767714273,-61.31078419567951,-59.92383767714273,-61.31078419567951,1.3869465185367815
1651845300,32551,32571,32522,32522,32637.115384615383,32658.8999999999,32559.416666666668,32576.54999999992,1505,1182.2,1.0826686775883942,-59.957448348694015,-61.04011702628241,-59.957448348694015,-61.04011702628241,1.0826686775883942
1651845360,32524,32569,32520,32523,32627.26923076923,32647.86153846144,32552.916666666668,32567.74999999992,1166,1203.5,1.4555066998329877,-59.22073365149117,-60.67624035132416,-59.22073365149117,-60.67624035132416,1.4555066998329877
1651845420,32522,32536,32498,32511,32615.69230769231,32637.023076922982,32545.416666666668,32559.633333333255,1382,1233.35,1.4002560181806913,-58.925920328598295,-60.326176346778986,-58.925920328598295,-60.326176346778986,1.4002560181806913
1651845480,32511,32529,32492,32520,32605.615384615383,32626.53076923067,32542.833333333332,32553.466666666587,1256,1257.5,2.416563435880377,-57.30547205192852,-59.722035487808895,-57.30547205192852,-59.722035487808895,2.416563435880377
1651845540,32520,32555,32505,32540,32597.30769230769,32616.5999999999,32545.5,32549.216666666587,1441,1244.85,4.7477126616204615,-53.78739466078332,-58.53510732240378,-53.78739466078332,-58.53510732240378,4.7477126616204615
1651845600,32542,32584,32527,32568,32589.923076923078,32607.161538461445,32545.5,32546.43333333325,1009,1216,8.28049687848764,-48.18448622429423,-56.46498310278187,-48.18448622429423,-56.46498310278187,8.28049687848764
1651845660,32567,32581,32543,32562,32583.30769230769,32598.36923076913,32544.916666666668,32544.83333333325,1291,1214.55,10.192574744799664,-43.724264671782294,-53.91683941658196,-43.724264671782294,-53.91683941658196,10.192574744799664
1651845720,32560,32561,32491,32493,32576.076923076922,32590.446153846056,32535.666666666668,32542.88333333325,1058,1199.75,6.944847227469452,-45.23578038224514,-52.18062760971459,-45.23578038224514,-52.18062760971459,6.944847227469452
1651845780,32495,32529,32475,32522,32570.846153846152,32583.492307692206,32533,32540.91666666658,1075,1187.55,6.871607243291933,-43.59111855559968,-50.46272579889161,-43.59111855559968,-50.46272579889161,6.871607243291933
1651845840,32524,32569,32506,32566,32567.115384615383,32577.453846153745,32535,32538.816666666582,1190,1183.2,9.733517080214561,-38.29582944862341,-48.02934652883797,-38.29582944862341,-48.02934652883797,9.733517080214561
1651845900,32568,32627,32562,32617,32567,32572.86923076913,32541.166666666668,32537.949999999917,1453,1199.2,14.709634911382608,-29.64230288960971,-44.35193780099232,-29.64230288960971,-44.35193780099232,14.709634911382608
1651845960,32616,32650,32609,32642,32565.80769230769,32569.36923076913,32548.833333333332,32538.73333333325,1153,1209.1,19.05725554229646,-20.530368373121746,-39.587623915418206,-20.530368373121746,-39.587623915418206,19.05725554229646
1651846020,32641,32684,32624,32630,32563.46153846154,32566.84615384605,32557.833333333332,32543.16666666658,950,1214.65,20.378347945010738,-14.114688984154782,-34.49303692916552,-14.114688984154782,-34.49303692916552,20.378347945010738
1651846080,32632,32633,32571,32590,32561.80769230769,32565.038461538363,32563.416666666668,32549.24999999992,1055,1224.15,17.89987627715488,-12.11819158272192,-30.0180678598768,-12.11819158272192,-30.0180678598768,17.89987627715488
1651846140,32592,32617,32571,32576,32560.5,32563.715384615283,32568.833333333332,32556.016666666583,1054,1227.9,14.788298860413175,-11.532694284360332,-26.320993144773507,-11.532694284360332,-26.320993144773507,14.788298860413175
1651846200,32572,32596,32548,32555,32558.73076923077,32562.06153846144,32571.75,32562.13333333325,1083,1215.3,10.962587884195713,-12.617758289528865,-23.58034617372458,-12.617758289528865,-23.58034617372458,10.962587884195713
1651846260,32557,32624,32535,32601,32558.73076923077,32560.646153846057,32576.833333333332,32567.73333333325,1124,1213.6,11.140619439519277,-9.654571874325484,-20.79519131384476,-9.654571874325484,-20.79519131384476,11.140619439519277
1651846320,32603,32626,32589,32601,32560.653846153848,32560.08461538452,32579.583333333332,32572.08333333325,1321,1213.25,10.857782279087978,-7.222963464984787,-18.080745744072765,-7.222963464984787,-18.080745744072765,10.857782279087978
1651846380,32598,32643,32567,32641,32565.76923076923,32560.876923076827,32586.166666666668,32576.633333333255,1169,1200.8,12.828867798037702,-2.0446609965256357,-14.873528794563338,-2.0446609965256357,-14.873528794563338,12.828867798037702
1651846440,32637,32661,32588,32598,32566.923076923078,32562.161538461438,32594.916666666668,32581.84999999992,1280,1200.75,10.783235145124157,-1.3944848631581408,-12.177720008282298,-1.3944848631581408,-12.177720008282298,10.783235145124157
1651846500,32600,32637,32595,32611,32568.53846153846,32564.123076922977,32602.333333333332,32587.966666666587,1369,1193.95,9.876448802430847,0.16784099475626135,-9.708607807674586,0.16784099475626135,-9.708607807674586,9.876448802430847
1651846560,32610,32665,32606,32657,32570.576923076922,32566.492307692206,32609.916666666668,32594.583333333256,1108,1191.05,11.81447698370835,5.05948842196085,-6.754988561747498,5.05948842196085,-6.754988561747498,11.81447698370835
1651846620,32655,32737,32647,32729,32577.30769230769,32569.823076922978,32619.25,32602.516666666586,1225,1183.2,17.06631683207761,14.577907478349516,-2.4884093537280947,14.577907478349516,-2.4884093537280947,17.06631683207761
1651846680,32730,32792,32715,32784,32586.615384615383,32573.992307692206,32631.083333333332,32611.49999999992,1296,1185.2,22.996081637956813,26.256692693717923,3.2606110557611094,26.256692693717923,3.2606110557611094,22.996081637956813
1651846740,32782,32815,32775,32800,32596.5,32579.907692307595,32645.25,32621.566666666586,837,1155,26.49860699344403,36.38386979756615,9.885262804122117,36.38386979756615,9.885262804122117,26.49860699344403
1651846800,32799,32824,32718,32746,32604.03846153846,32587.007692307594,32658.25,32632.74999999992,2727,1240.9,23.768545365396236,39.59594451086741,15.827399145471176,39.59594451086741,15.827399145471176,23.768545365396236
1651846860,32744,32749,32713,32733,32612.153846153848,32595.323076922978,32671.333333333332,32645.03333333325,1471,1249.9,19.8374841968489,40.624254391532304,20.786770194683402,40.624254391532304,20.786770194683402,19.8374841968489
1651846920,32734,32802,32731,32793,32622.53846153846,32604.36923076913,32691.166666666668,32659.41666666658,1426,1268.3,19.973208325267485,45.75328060126776,25.780072276000276,45.75328060126776,25.780072276000276,19.973208325267485
1651846980,32794,32807,32720,32779,32632.846153846152,32613.61538461528,32706,32674.399999999918,1886,1308.85,17.882769703571107,48.13353440546416,30.250764701893054,48.13353440546416,30.250764701893054,17.882769703571107
1651847040,32780,32813,32766,32794,32643.384615384617,32622.992307692206,32722.083333333332,32689.766666666583,1780,1338.35,16.31655344611849,50.64645650954117,34.32990306342268,50.64645650954117,34.32990306342268,16.31655344611849
1651847100,32794,32820,32778,32802,32653.46153846154,32632.876923076827,32735.5,32705.21666666658,1729,1352.15,14.677100882440456,52.67627916647325,37.999178284032794,52.67627916647325,37.999178284032794,14.677100882440456
1651847160,32802,32851,32791,32809,32662.73076923077,32642.992307692206,32753.083333333332,32721.566666666582,1634,1376.2,12.98041828769832,54.22470114365569,41.24428285595737,54.22470114365569,41.24428285595737,12.98041828769832
1651847220,32810,32828,32779,32790,32671.5,32652.784615384513,32768,32736.93333333325,1532,1405.3,9.647963665260278,53.30423743753272,43.65627377227244,53.30423743753272,43.65627377227244,9.647963665260278
1651847280,32790,32809,32767,32769,32682.115384615383,32662.638461538365,32777.333333333336,32751.199999999917,1808,1442.95,5.315306615548636,50.30040704170824,44.985100426159605,50.30040704170824,44.985100426159605,5.315306615548636
1651847340,32767,32810,32706,32712,32689.423076923078,32671.846153846058,32775.916666666664,32761.966666666587,1589,1469.7,-1.7266834529040906,42.82674611002949,44.55342956293358,42.82674611002949,44.55342956293358,-1.7266834529040906
1651847400,32714,32748,32692,32723,32695.46153846154,32680.246153846056,32770.833333333336,32769.03333333325,1418,1486.45,-5.754141612811118,37.360752546919684,43.1148941597308,37.360752546919684,43.1148941597308,-5.754141612811118
1651847460,32725,32779,32721,32769,32701.30769230769,32687.961538461437,32768.25,32772.066666666586,1305,1495.5,-5.434290475531867,36.32203106531597,41.756321540847836,36.32203106531597,41.756321540847836,-5.434290475531867
1651847520,32767,32788,32727,32736,32704.923076923078,32694.646153846057,32767.416666666668,32771.94999999992,1436,1501.25,-7.435606811655205,32.46181302627883,39.89741983793404,32.46181302627883,39.89741983793404,-7.435606811655205
1651847580,32736,32752,32686,32694,32707.384615384617,32699.699999999903,32764.166666666668,32769.316666666586,1256,1505.6,-11.344285364627524,25.717063132149633,37.06134849677716,25.717063132149633,37.06134849677716,-11.344285364627524
1651847640,32695,32696,32662,32674,32710.615384615383,32703.938461538364,32754.25,32764.983333333257,1280,1505.6,-14.813717689799567,18.544201384527696,33.35791907432726,18.544201384527696,33.35791907432726,-14.813717689799567
1651847700,32673,32683,32646,32668,32714.153846153848,32707.67692307682,32745,32759.816666666586,943,1484.3,-16.898754860977096,12.234475498105894,29.13323035908299,12.234475498105894,29.13323035908299,-16.898754860977096
1651847760,32671,32690,32613,32614,32716.423076923078,32710.699999999903,32730,32752.166666666588,1145,1486.15,-21.031511058600532,2.8438415358323255,23.875352594432858,2.8438415358323255,23.875352594432858,-21.031511058600532
1651847820,32613,32621,32593,32600,32716.384615384617,32712.992307692206,32713.166666666668,32741.316666666586,1081,1478.95,-23.630450341512052,-5.662710332457209,17.967740009054843,-5.662710332457209,17.967740009054843,-23.630450341512052
1651847880,32601,32623,32586,32613,32716.846153846152,32714.884615384515,32696.833333333332,32727.849999999926,919,1460.1,-23.354846706142308,-11.225818373623042,12.129028332519265,-11.225818373623042,12.129028332519265,-23.354846706142308
1651847940,32614,32659,32600,32659,32717.53846153846,32716.269230769132,32685.916666666668,32714.183333333254,1043,1470.4,-19.132769530899154,-11.786933581104677,7.345835949794477,-11.786933581104677,7.345835949794477,-19.132769530899154
1651848000,32661,32716,32635,32716,32722.076923076922,32717.853846153746,32681.5,32701.483333333257,1223,1395.2,-11.912845705020288,-7.545221181480883,4.367624523539405,-7.545221181480883,4.367624523539405,-11.912845705020288
1651848060,32718,32752,32700,32722,32726.346153846152,32719.838461538362,32682.333333333332,32691.949999999924,2002,1421.75,-6.419959083396816,-3.657324330706615,2.762634752690201,-3.657324330706615,2.762634752690201,-6.419959083396816
1651848120,32722,32723,32669,32693,32727.73076923077,32722.107692307596,32679.833333333332,32685.283333333256,1300,1415.45,-4.516477964641636,-2.8829627031118434,1.633515261529792,-2.8829627031118434,1.633515261529792,-4.516477964641636
1651848180,32694,32734,32684,32717,32727.26923076923,32724.192307692207,32675.5,32681.016666666586,1642,1403.25,-1.5699201531341243,-0.3288849298878631,1.2410352232462611,-0.3288849298878631,1.2410352232462611,-1.5699201531341243
1651848240,32717,32739,32694,32695,32723.846153846152,32725.453846153745,32672.083333333332,32678.249999999924,1595,1394,-1.0560798778219382,-0.07906462403116166,0.9770152537907766,-0.07906462403116166,0.9770152537907766,-1.0560798778219382
1651848300,32695,32803,32673,32795,32723.653846153848,32725.769230769132,32680.5,32678.04999999992,1910,1403.05,5.694205824482576,8.094772534393996,2.4005667099114207,8.094772534393996,2.4005667099114207,5.694205824482576
1651848360,32798,32886,32791,32869,32728.384615384617,32726.176923076826,32696.75,32680.933333333254,1658,1404.25,14.327276063410984,20.309661789175152,5.982385725764168,20.309661789175152,5.982385725764168,14.327276063410984
1651848420,32869,32901,32865,32880,32734.03846153846,32727.438461538364,32714.416666666668,32687.84999999992,1658,1410.55,19.634711786133362,30.52577545843087,10.89106367229751,30.52577545843087,10.89106367229751,19.634711786133362
1651848480,32881,32887,32818,32829,32735.423076923078,32729.06923076914,32732.333333333332,32699.216666666587,1686,1404.45,18.578033035088524,34.113604966158164,15.53557193106964,34.113604966158164,15.53557193106964,18.578033035088524
1651848540,32828,32868,32820,32857,32738.423076923078,32731.98461538452,32753.75,32715.54999999992,1589,1404.45,18.58709581783513,38.769441703363555,20.182345885528424,38.769441703363555,20.182345885528424,18.58709581783513
1651848600,32855,32889,32806,32831,32739.846153846152,32735.223076922983,32771.916666666664,32733.833333333256,1717,1419.4,15.775152063765844,39.90128596523573,24.126133901469885,39.90128596523573,24.126133901469885,15.775152063765844
1651848660,32830,32838,32795,32814,32740.30769230769,32737.6076923076,32784.833333333336,32751.449999999917,1567,1432.5,11.880867014331386,38.97721766938412,27.09635065505273,38.97721766938412,27.09635065505273,11.880867014331386
1651848720,32816,32843,32790,32798,32739.884615384617,32738.77692307683,32791.666666666664,32766.899999999918,1424,1431.9,7.5490750313224915,36.532694444205845,28.983619412883353,36.532694444205845,28.983619412883353,7.5490750313224915
1651848780,32797,32855,32795,32843,32741.923076923078,32740.076923076827,32801.75,32780.78333333325,1263,1432.25,7.045813495823349,37.79088628266254,30.74507278683919,37.79088628266254,30.74507278683919,7.045813495823349
1651848840,32844,32906,32836,32900,32746.96153846154,32741.78461538452,32819,32793.833333333256,1488,1442.65,9.718335606788486,42.8929922953248,33.17465668853632,42.8929922953248,33.17465668853632,9.718335606788486
1651848900,32901,32912,32869,32895,32754,32744.61538461529,32833.833333333336,32806.21666666659,1628,1476.9,10.26243414765738,46.002699373108044,35.74026522545066,46.002699373108044,35.74026522545066,10.26243414765738
1651848960,32895,32919,32866,32881,32760.076923076922,32748.56923076914,32849.333333333336,32819.11666666659,1620,1500.65,8.846206346953679,46.79802315914276,37.95181681218908,46.79802315914276,37.95181681218908,8.846206346953679
1651849020,32873,32947,32871,32938,32766.576923076922,32753.9076923076,32861.25,32833.03333333325,1271,1510.15,10.786416812087865,51.43483782729891,40.64842101521104,51.43483782729891,40.64842101521104,10.786416812087865
1651849080,32941,32967,32926,32966,32775.42307692308,32760.6076923076,32869.333333333336,32846.549999999916,1403,1534.35,12.853372042108923,56.7151360678472,43.861764025738275,56.7151360678472,43.861764025738275,12.853372042108923
1651849140,32967,32976,32916,32921,32784.153846153844,32768.046153846066,32872.75,32857.29999999992,1204,1542.4,10.203430333126533,56.61605194214644,46.41262160901991,56.61605194214644,46.41262160901991,10.203430333126533
1651849200,32920,32935,32891,32921,32793.653846153844,32775.97692307683,32880.416666666664,32866.616666666596,1420,1552.25,7.584482517590345,55.89322475600784,48.308742238417494,55.89322475600784,48.308742238417494,7.584482517590345
1651849260,32920,32937,32889,32899,32802.53846153846,32784.46923076914,32883.916666666664,32873.53333333325,1351,1519.7,3.70097547227806,52.93496157876507,49.23398610648701,52.93496157876507,49.23398610648701,3.70097547227806
1651849320,32898,32913,32871,32889,32813.11538461538,32793.77692307683,32888.75,32879.03333333325,1458,1527.6,-0.014176249088265536,49.216265795126674,49.23044204421494,49.216265795126674,49.23044204421494,-0.014176249088265536
1651849380,32891,32892,32852,32870,32823.5,32803.392307692215,32893.416666666664,32883.849999999926,1558,1523.4,-4.003378386573459,44.22621906099812,48.22959744757158,44.22621906099812,48.22959744757158,-4.003378386573459
1651849440,32869,32896,32861,32876,32833.61538461538,32813.28461538452,32899.916666666664,32889.28333333325,958,1491.55,-6.350663343171355,40.29126826860738,46.64193161177874,40.29126826860738,46.64193161177874,-6.350663343171355
1651849500,32875,32884,32844,32863,32841.46153846154,32822.84615384606,32901.583333333336,32893.51666666659,1027,1447.4,-8.7438390300578,35.71213282420649,44.45597185426429,35.71213282420649,44.45597185426429,-8.7438390300578
1651849560,32865,32912,32850,32912,32849,32832.13846153837,32902.583333333336,32897.24999999992,988,1413.9,-7.063699779046999,35.62634713045554,42.69004690950254,35.62634713045554,42.69004690950254,-7.063699779046999
1651849620,32911,32916,32867,32879,32855.03846153846,32840.52307692298,32901.25,32899.74999999992,1038,1382.9,-8.135510146435216,32.52065922645852,40.656169372893736,32.52065922645852,40.656169372893736,-8.135510146435216
1651849680,32880,32913,32880,32906,32863.230769230766,32848.46923076913,32903.333333333336,32901.73333333326,888,1343,-7.02840084764113,31.87066831334232,38.89906916098345,31.87066831334232,38.89906916098345,-7.02840084764113
1651849740,32905,32918,32884,32891,32869.92307692308,32855.73076923068,32899.416666666664,32901.63333333326,903,1308.7,-7.277946146743574,29.801636477553984,37.07958262429756,29.801636477553984,37.07958262429756,-7.277946146743574
1651849800,32893,32906,32823,32823,32874.846153846156,32862.4076923076,32887.5,32898.81666666659,1059,1275.8,-11.730482958990684,22.416478925559204,34.14696188454989,22.416478925559204,34.14696188454989,-11.730482958990684
